image_id,actual,label,outlet_code,news_genre,confidence,headlines
BK_02_POL_240,Fake,1,BK,POL,0.711,সাত খুন মামলার আসামি বিএনপি নেতা সাখাওয়াত হলেন নারায়ণগঞ্জ সিটির প্রশাসক
BK_02_SPT_002,Fake,1,BK,SPT,0.6838,ত্রয়োদশতম শিরোপা জেতার পর আর কিছু চাওয়ার থাকে না: মেসি
BK_02_SPT_015,Fake,1,BK,SPT,0.5592,গোল দিলেন উড়ন্ত ক্রিস্টিয়ানো হামজা
BK_02_SPT_051,Fake,1,BK,SPT,0.656,মুমতাহিনার সাথে মন ভরে খেলাধুলা করার জন্য ক্রীড়া উপদেষ্টা হলেন আসিফ নজরুল
BK_02_SPT_055,Fake,1,BK,SPT,0.5606,ইন্ডিয়ান যুবতির প্রেমের টানে আর্জেন্টিনা থেকে এক যুবকের আগমন
BK_02_SPT_059,Fake,1,BK,SPT,0.7011,কলকাতার মাঠে লিওনেল মেসির সাথে দেখা করলেন রিপন মিয়া
BK_02_SPT_075,Fake,1,BK,SPT,0.6678,মোস্তাফিজের পরিবর্তে কেকেআর দলে যোগ দিলেন কাটার মাস্টার শেখ হাসিনা
BK_02_SPT_092,Fake,1,BK,SPT,0.6406,এত পরিমাণ গালি বুকে চাপা নিয়েও দর্শকের সঙ্গে ছবি তুলেছি: মেহেদী হাসান মিরাজ
BK_02_SPT_129,Fake,1,BK,SPT,0.6055,মাত্র ৯৯ রানের জন্য সেঞ্চুরি মিস করলেন মেহেদী হাসান মিরাজ
BK_02_SPT_134,Fake,1,BK,SPT,0.6281,"৩২০ মিলিয়ন ডলারের প্রস্তাব, জায়মা রহমানকে চায় বার্সা নারী দল"
BK_02_SPT_137,Fake,1,BK,SPT,0.5778,"ব্রাজিল জাতীয় দলে যোগ দিলেন জায়মা রহমান, খেলবেন বিশ্বকাপ: ফেসবুক পোস্টে জানালেন লামিন ইয়ামালের বয়ফ্রেন্ড ফ্যাব্রিজিও রোমানো"
BK_02_SPT_146,Fake,1,BK,SPT,0.6386,"'দোস্ত, আশেপাশের চাটুকার মানুষের থেকে সাবধানে থাকিস' - ইমরুল কায়েস তেল দিয়ে চাটুকার থেকে দূরে থাকার পরামর্শ দিলেন তামিম ইকবালকে"
BK_02_SPT_169,Fake,1,BK,SPT,0.6453,"গ্যালারিতে বড় ফ্যান লাগিয়ে গিনেস বুকে নাম লেখালেন তামিম ইকবাল, সবাই বলছে 'বিগ ফ্যান'"
BK_02_SPT_181,Fake,1,BK,SPT,0.5277,দৌড় প্রতিযোগিতায় সাদিক কায়েমকে হারিয়ে চ্যাম্পিয়ন আবিদ
BK_02_SPT_189,Fake,1,BK,SPT,0.5681,কারো বাপের ক্ষমতা নাই ব্রাজিলের সামনে থেকে বিশ্বকাপ নেবে: কার্লো
BK_02_SPT_197,Fake,1,BK,SPT,0.575,বাংলাদেশের বিপক্ষে ২-০ তে টেস্ট সিরিজ হেরে যাওয়ায় পাকিস্তানকে সমবেদনা জানালেন ড. শফিকুর রহমান
BK_02_SPT_210,Fake,1,BK,SPT,0.5678,"আর্জেন্টিনার জার্সি গায়ে পলক, জামিনের জন্য আবেদন করবে লিওনেল মেসি"
BK_02_SPT_212,Fake,1,BK,SPT,0.6411,পেনাল্টি সুবিধা না পেলে বিশ্বকাপ বয়কট করবে আর্জেন্টিনা
BK_02_SPT_214,Fake,1,BK,SPT,0.6861,পেনাল্টি কিকে পর্তুগালকে জয় এনে দিলেন প্রধানমন্ত্রী-কন্যা জায়মা রহমান
BK_02_SPT_215,Fake,1,BK,SPT,0.6108,"দল গেল রসাতলে, ব্যক্তিগত মিশন হেক্সা-তেই নেইমার অধিক মনোযোগী"
BK_02_SPT_216,Fake,1,BK,SPT,0.6282,"হ্যাটট্রিক করতে না পেরে শক পেয়ে হাসপাতালে ভর্তি হলো রোনালদো, দেখতে গেলেন মেসি"
BK_02_SPT_218,Fake,1,BK,SPT,0.6806,"পরের ম্যাচেও করব হ্যাটট্রিক, লাইভে এসে মেসির হুঙ্কার"
BK_02_SPT_220,Fake,1,BK,SPT,0.6354,"মাঠে নামছে আলম হোসেন, নেইমারের অনুপস্থিতিতে ব্রাজিলের হয়ে নামছে আলম হোসেন নেইমার"
BK_02_SPT_234,Fake,1,BK,SPT,0.5198,"আর্জেন্টিনা মাঠে নামার আগে ভূমিকম্প, সমর্থকদের দাবি মেসির পায়ের চাপ"
CB_02_BIZ_009,Fake,1,CB,BIZ,0.681,"রিজিকের মালিক আল্লাহ, বিকাশ একটা মাত্র! রাশেদ দোচনা!"
CB_02_BIZ_069,Fake,1,CB,BIZ,0.6229,বাংলাদেশ থেকে ৬ হাজার দক্ষ ড্রাইভার নেবে শ্রমমন্ত্রী নুরুল হক নুর
CB_02_BIZ_100,Fake,1,CB,BIZ,0.6214,"পরীক্ষা চলাকালীন সময়ে চলে গেলো বিদ্যুৎ, বিদ্যুৎ অপচয় রোধ করতে মোমবাতি জ্বালিয়ে এসএসসি পরীক্ষা দিলো ৮৫৪ জন শিক্ষার্থী"
CB_02_BIZ_127,Fake,1,CB,BIZ,0.5441,দেশীয় প্রযুক্তিতে ব্যালিস্টিক বানিয়ে চমকে দিলেন বাংলার স্টিফেন ফাকিং
CB_02_CRM_003,Fake,1,CB,CRM,0.6051,"প্রসাদের নামে দুধের সাথে মাদক মিশিয়ে ধর্ষণ, আইআইটি বাবা গ্রেফতার"
CB_02_CRM_005,Fake,1,CB,CRM,0.7014,মামলার ভয়ে নাম্বার প্লেট ঢেকে রাস্তায় মোটরসাইকেল চালাচ্ছেন রাশেদ দোচনা!
CB_02_CRM_013,Fake,1,CB,CRM,0.5714,মসজিদের টাকায় কুরবানির ছুরি কেনার জেরে দুই গ্রুপের সংঘর্ষ
CB_02_CRM_028,Fake,1,CB,CRM,0.6127,"মোহাম্মদপুরে বাড়ছে কিশোর গ্যাংয়ের দৌরাত্ম্য, আতঙ্কে এলাকাবাসী"
CB_02_CRM_029,Fake,1,CB,CRM,0.5809,"এক মাসের মধ্যে রামিসার হত্যাকারীর সর্বোচ্চ শাস্তি নিশ্চিত করবে সরকার, সেটি হচ্ছে মৃত্যুদণ্ড"
CB_02_CRM_035,Fake,1,CB,CRM,0.5613,শিশু রামিসা হত্যা আসামিদের ডেথ রেফারেন্স হাইকোর্টে পৌঁছেছে
CB_02_CRM_036,Fake,1,CB,CRM,0.5196,প্রবাসীর স্ত্রীর ঘরে আপত্তিকর অবস্থায় আটক পুলিশ সদস্য; প্রবাসীর স্ত্রীর খোঁজখবর নিতে গিয়েছিল পুলিশ সদস্য
CB_02_CRM_058,Fake,1,CB,CRM,0.5521,"হোটেলে যুবদল সভাপতির সাথে সহ-সভাপতির স্ত্রী, স্বামীর হাতে খেলেন ধরা"
CB_02_CRM_062,Fake,1,CB,CRM,0.5514,"পরকীয়াতে জড়িয়ে পড়েছেন, নিচ্ছেন না প্রথম স্ত্রী শ্রীমতি হাসিনার খোঁজ"
CB_02_CRM_088,Fake,1,CB,CRM,0.5474,"কাপাসিয়ায় ৫ খুন, ভাইকে কল করে গৃহকর্তা বলেন 'সবাইকে মেরে ফেলেছি, আমাকে আর পাবি না'"
CB_02_CRM_095,Fake,1,CB,CRM,0.5394,"কাকে করতে চান? রাজাকারের বাচ্চাদের নাকি মুক্তিযুদ্ধকে যে ধারণ করে তাকে?? - ফেসবুক পোস্টে ইসরাফিল, মেয়র পদপ্রার্থী"
CB_02_CRM_098,Fake,1,CB,CRM,0.5595,টাঙ্গাইলে সাত বীরশ্রেষ্ঠের গলায় দড়ি বেঁধে মেলার স্টল
CB_02_CRM_108,Fake,1,CB,CRM,0.5233,চাঁদাবাজদের সাথে ঐক্যবদ্ধ হওয়ার আহ্বান ত্রাণমন্ত্রীর
CB_02_CRM_112,Fake,1,CB,CRM,0.64,"শাহবাগ থানায় শিক্ষার্থীদের উপর আক্রমণ, তৌহিদ আফ্রিদিকে প্রধান করে সদস্যের কমিটি গঠন, সকল পক্ষকে শান্ত থাকার আহ্বান"
CB_02_CRM_118,Fake,1,CB,CRM,0.527,"গতকালকের ঘটনায় ছাত্রদলের হাতে অস্ত্র ছবিটি এআই দিয়ে বানানো, আসলে তারা বই-কলম হাতে নিয়ে রাস্তায় বের হয়েছিল"
CB_02_CRM_143,Fake,1,CB,CRM,0.5845,"এলাকার বড় ভাই বিভিন্নভাবে চেষ্টা করছে তার ভাইদেরকে নকল দেওয়ার জন্য, পরীক্ষা কেন্দ্রে বই বা মোবাইল ফোনের ব্যবহার করছেন তিনি"
CB_02_DIS_026,Fake,1,CB,DIS,0.5598,টাঙ্গাইলে যমুনা সেতুর কাছে রড বোঝাই ট্রাক উল্টে নিহত ১৫
CB_02_ENT_002,Fake,1,CB,ENT,0.5223,টোটাল স্কোর: ২ - অপু বিশ্বাস। অপু বিশ্বাস কি পারবে জোড়া গোল দিতে?
CB_02_ENT_008,Fake,1,CB,ENT,0.5242,কুরবানির মাংস ফ্রিজে রাখার জায়গা না হওয়ায় বউয়ের প্যান্ট ওড়না দিয়ে বেঁধে রাখলেন: নুর
CB_02_ENT_010,Fake,1,CB,ENT,0.5852,"মুখের উপর বসলে তো একটু লাগবেই, কি রাগ করলা?: ফেসবুক পোস্টে - খলনায়িকা মারিয়া মিম"
CB_02_ENT_048,Fake,1,CB,ENT,0.5577,আজ বিশ্ব বাবা দিবস
CB_02_ENT_056,Fake,1,CB,ENT,0.6234,খেলা দেখা বাদ দিয়ে চুমাচুমিতে ব্যস্ত নরওয়ের যুগল
CB_02_ENT_087,Fake,1,CB,ENT,0.5357,"বিশ্ব মা দিবস আজ, মায়ের কথা খুব মনে পড়ছে: ফেসবুক পোস্টে আবেগঘন স্ট্যাটাস নুরুল আলমের"
CB_02_ENT_115,Fake,1,CB,ENT,0.5408,"জীবনের ফার্স্ট টাইম ছিল, সারা রাত ধরে এক্সাইটমেন্টে ছিলাম, ভাবছিলাম মিলনের সময় কঠিন প্রশ্ন পড়বে: সাংবাদিকদের প্রশ্নের জবাবে - শিক্ষার্থী"
CB_02_ENT_133,Fake,1,CB,ENT,0.6335,"এবার বঙ্গমাতার নিচে মিসাইল মারার হলো ক্যামেরাবন্দি, নুসরাত তিশা বলেন - র‍্যান্ডম শাটারের মুহূর্ত"
CB_02_ENT_155,Fake,1,CB,ENT,0.5252,সংবিধানের কোন জায়গায় লেখা আছে একজন কৃষক টিকটকার কন্টেন্ট ক্রিয়েটর হতে পারবে না! - শিক্ষিত কৃষক
CB_02_ENT_158,Fake,1,CB,ENT,0.5326,"যারা প্রশ্ন করেছেন আমি সিকিউরিটির কি বুঝি, তাদেরকে বলি বুঝি না, এমনি খুশির ঠেলায় আনন্দে: মুনামী ম্যাডাম"
CB_02_ENT_169,Fake,1,CB,ENT,0.6131,নতুন মুভিতে অভিনয় করার জন্য ডাক পেয়েই ট্রেন্ডে নিজেকে গা ভাসিয়ে দিলেন তেলবাজ তামি ইকবাল
CB_02_HLT_027,Fake,1,CB,HLT,0.5225,"অ্যালার্জি-চুলকানির সমস্যায় ভুগছেন অভিনেত্রী মারিয়া মিম, গলায় দাগ নিয়ে এলেন পুরস্কার নিতে"
CB_02_HLT_032,Fake,1,CB,HLT,0.6008,অবশেষে ডাক্তার অপারেশন করে রাশেদ দোচনার মেশিন বাঁচিয়ে আংটি বের করেছে
CB_02_HLT_080,Fake,1,CB,HLT,0.5953,হামে আক্রান্ত হয়ে পাগলের মতো অঙ্গভঙ্গি করছেন মুশফিকুর রহিম
CB_02_HLT_174,Fake,1,CB,HLT,0.5376,"শ্রমমন্ত্রীর স্ত্রীকে স্বাস্থ্য বোর্ডে নিয়োগ দেওয়ায় মন্ত্রীকে বরখাস্ত করলেন নেপালের প্রধানমন্ত্রী, আর বাংলাদেশের মন্ত্রীদের চৌদ্দগুষ্টিকেও চাকরি দিলে কোনো সমস্যা নেই"
CB_02_INT_016,Fake,1,CB,INT,0.5785,"থানায় বন্দি ডোনাল্ড ট্রাম্প, কাল হচ্ছে না তার কোরবানি"
CB_02_INT_017,Fake,1,CB,INT,0.532,সালাউদ্দিনের হস্তক্ষেপে কোরবানি হওয়া থেকে প্রাণে বাঁচলেন ডোনাল্ড ট্রাম্প
CB_02_INT_061,Fake,1,CB,INT,0.566,কাজ না থাকায় বাংলাদেশে রিকশা চালিয়ে মানবতার জীবনযাপন করছেন মার্কিন রাষ্ট্রদূত ব্রেন্ট ক্রিস্টেনসেন
CB_02_INT_067,Fake,1,CB,INT,0.657,প্রেমের টানে সুদূর আমেরিকা থেকে এসে বিয়ে করলেন বাংলাদেশি যুবক আবিদকে
CB_02_INT_099,Fake,1,CB,INT,0.6044,মমতার দাঁড়িপাল্লাকে হারিয়ে প্রথমবারের মতো পশ্চিমবঙ্গে ফুটলো শাপলা কলি: ফেসবুক পোস্টে নরেন্দ্র মোদি
CB_02_INT_116,Fake,1,CB,INT,0.554,"চলছে বিধানসভা নির্বাচনের প্রথম দফার ভোটগ্রহণ, ভোট দিলেন শ্রীমতী হাসিনা চক্রবর্তী"
CB_02_INT_128,Fake,1,CB,INT,0.5566,"নিজ হাতে বাটার বান খেলেন মিরাজ আফ্রিদি, বললেন এবার এই হাত দিয়ে ট্রাম্পের বিচি চেপে ধরব!"
CB_02_INT_170,Fake,1,CB,INT,0.542,"সবচেয়ে সুন্দরী নারীকে চাইলেন ভেনেজুয়েলার সেনাপ্রধান, না পেলে ট্রাম্পের পোঁদ মেরে দেওয়ার হুশিয়ারি"
CB_02_POL_004,Fake,1,CB,POL,0.6623,"অবশেষে জাতিসংঘকে নিজেদের দখলে নিলো বিএনপি, ভারত থেকে নিন্দা জানিয়েছে আ.লীগরা"
CB_02_POL_015,Fake,1,CB,POL,0.5742,"তারেক রহমানকে টুপি পড়ালেন বায়তুল মোকাররমের খতিব, নিন্দুকেরা বলছে টাকার অভাবে টুপি কিনতে পারেননি তিনি"
CB_02_POL_018,Fake,1,CB,POL,0.5816,শয়তানকে পাথর নিক্ষেপ করার দিন আজ: ফেসবুক পোস্টে শেখ হাসিনা
CB_02_POL_030,Fake,1,CB,POL,0.6172,বালুর ট্রাক সরানো শিখতে কর্মীদের প্রশিক্ষণ দিচ্ছেন প্রধানমন্ত্রী তারেক রহমান
CB_02_POL_070,Fake,1,CB,POL,0.6542,শেখ হাসিনার দেশে ফিরে আসার খবর শুনে রাতে টিনে পালালেন ডাকসুর ১৫ নেতা-নেত্রী
CB_02_POL_076,Fake,1,CB,POL,0.5322,"জনাব তারেক রহমান ঢাকা বিশ্ববিদ্যালয়ের আইন বিভাগের ছাত্র ছিলেন, আমি তাকে ক্লাস করিয়েছি: স্যার আসিফ নজরুল"
CB_02_POL_078,Fake,1,CB,POL,0.6233,"কীভাবে বাংলাদেশে ঢোকা যায় তার উপায় বই পড়ছেন হাসিনা, যেকোনো সময় ঢুকে যেতে পারেন বাংলাদেশে"
CB_02_POL_084,Fake,1,CB,POL,0.6052,"পুলিশের নাম পরিবর্তন করে রাখা হবে 'বাংলাদেশ জাতীয়তাবাদী পুলিশ দল', না বলা কথা - ডিআইজি ঢাকা রেঞ্জ"
CB_02_POL_101,Fake,1,CB,POL,0.5744,'পতন ঘটাতে বেশি সময় লাগবে না' - এনসিপিতে যোগ দিয়ে বিএনপিকে চরম বার্তা ওবায়দুল কাদেরের!
CB_02_POL_105,Fake,1,CB,POL,0.5942,"কথিত প্রশ্নফাঁসের প্রচারণাটি স্রেফ গুজব, কারণ আমার ছাত্ররা জায়মা রহমানের সাথে রাজনীতি করে: শিক্ষা মন্ত্রী - বলদ মিলন"
CB_02_POL_114,Fake,1,CB,POL,0.5468,শাহবাগ থানায় ছাত্রদলের হামলায় মহামূল্যবান দুইটি দাঁত হারিয়ে ফেলেছে ডাকসু নেতা মোসাদ্দেক
CB_02_POL_134,Fake,1,CB,POL,0.6784,নাহিদের ডাকে সাড়া দিয়ে এনসিপিতে যোগ দিতে চলেছেন চারজন মহান মানুষ
CB_02_POL_137,Fake,1,CB,POL,0.5363,মমতাজের শূন্যতা পূরণ করতে এবার বিএনপির সংরক্ষিত নারী আসনে মনোনীত হলেন মানচুরা মলম
CB_02_POL_141,Fake,1,CB,POL,0.5488,"জ্বালানি মন্ত্রী যে নিজের চরকা আর মেশিনে তেল দেবে সেটাও মজুদ নেই, আবার বড় বড় কথা বলছে: ইমো স্ট্যাটাসে - ওবায়দুল কাদের কাউবয়"
CB_02_POL_144,Fake,1,CB,POL,0.5532,"রাজনীতি করতে এসেছি, কাউকে দিতে আর কারো'টা চুষতে আসিনি: চমক"
CB_02_SPT_038,Fake,1,CB,SPT,0.5883,বঙ্গবন্ধুকে স্মরণ করে বঙ্গবন্ধুর প্রতিকৃতি অঙ্কিত মাঠে খেলা হবে ফিফার প্রথম ম্যাচ
CB_02_SPT_040,Fake,1,CB,SPT,0.5894,কুরাসাওকে ব্রাজিল মনে করে ৭-১ গোল দিয়ে দিলো জার্মানি
CB_02_SPT_044,Fake,1,CB,SPT,0.6263,আজকে গোলকিপার আর ডিফেন্ডারগুলো না থাকলে আমিও হ্যাটট্রিক করতাম: কুষ্টিয়ার রোনালদো
CB_02_SPT_047,Fake,1,CB,SPT,0.6258,প্রিয় দলের পতাকা টাঙাতে গিয়ে গাছ থেকে পড়ে গুরুতর আহত রাশেদ খান মেসি
CB_02_SPT_091,Fake,1,CB,SPT,0.5341,রাজাকারদের কাছে যদি বাংলাদেশ হারে তাহলে আমার মরা মুখ দেখবে: মুক্তিযুদ্ধের বেস্ট কমান্ডার - ফজলু পাগলা
CB_02_SPT_107,Fake,1,CB,SPT,0.5677,এবার বাংলাদেশের হয়ে 'গুপ্ত-১৭ ইন্টারন্যাশনাল' রেসার প্রতিযোগিতায় অংশগ্রহণ করতে চলেছেন বিখ্যাত রেসার অভিক তারেক ম্যান
CB_02_SPT_145,Fake,1,CB,SPT,0.6509,আজ বিকালে বাবার দোয়া ক্রিকেট টিমের বিপক্ষে খেলবে মেসির আর্জেন্টিনা টিম
CB_02_SPT_150,Fake,1,CB,SPT,0.6297,"ম্যাচ শেষে অধিনায়ক মিরাজের সাথে বিসিবি সভাপতি তামি ইকবাল, ম্যাচ হারার কার্ড দেবে সেই ব্যাপারে গুরুত্বপূর্ণ আলোচনা হচ্ছে"
DES_02_BIZ_009,Fake,1,DES,BIZ,0.6863,"ঢাবিতে হওয়া ক্ষুদ্র মাদক ব্যবসায়ীদের উচ্ছেদ, ক্ষুদ্র ঋণ দেবে সরকার - জরুরি বিবৃতিতে সরকারপ্রধান ড. ইউনূস"
DES_02_BIZ_043,Fake,1,DES,BIZ,0.5534,"২৫০ বছর পর আবার ব্রিটিশ উপনিবেশ হতে চলেছে বাংলাদেশ, দাসত্বের বিনিময়ে পাওয়া যাবে ২০২৯ সাল পর্যন্ত শুল্কমুক্ত রপ্তানি সুবিধা। ২০২৯ সাল পর্যন্ত যুক্তরাজ্যে শুল্কমুক্ত রপ্তানি সুবিধা পাবে বাংলাদেশ, নিশ্চিত করলেন ব্রিটিশ হাইকমিশনার"
DES_02_BIZ_084,Fake,1,DES,BIZ,0.6214,"পদে আসীন হয়েই কর্মযজ্ঞে ঝাঁপিয়ে পড়লেন নতুন গভর্নর, দেশ বাঁচাতে বিএনপি নেতা ঋণ পেলেন এক হাজার কোটি টাকা। তারল্য মোকাবেলায় পরিবেশ ও বনমন্ত্রী আব্দুল আউয়াল, ন্যাশনাল ব্যাংককে ১০০০ কোটি টাকা দিচ্ছে বাংলাদেশ ব্যাংক"
DES_02_BIZ_142,Fake,1,DES,BIZ,0.6137,"'মা মাটি মোহনা, ভারত ছাড়া দেবো না' - স্লোগানে আবারও উত্তাল রাজপথ। ৫৫০ মিলিয়ন ডলারে ডেনমার্কের কাছে বন্দর বিক্রির অভিযোগ, বন্দরের সিন্ডিকেট রক্ষায় বন্দর রক্ষায় উত্তাল হচ্ছে রাজপথ, আসছে হরতাল-অবরোধ ও যমুনা ঘেরাও কর্মসূচি। বামপন্থীদের পাশাপাশি মাঠে নামছে ডানপন্থীরাও, জাতীয় স্বার্থে ঐক্যবদ্ধ শ্রমিক সংগঠন"
DES_02_CRM_023,Fake,1,DES,CRM,0.6058,নারী ও শিশু নির্যাতন দমন আইনে করা মামলায় গ্রেফতার মামুনুর রশিদ কাসেমী। জেলের ভেতর মহিলা পুলিশকে বিয়ের (১০ম) প্রস্তাব দেয়ার অভিযোগ
DES_02_CRM_053,Fake,1,DES,CRM,0.6655,"অনলাইনে চাঁদাবাজি করে ২৩ লক্ষ টাকা হাতিয়ে নিলেন তাসনিম জারা, আতঙ্কে ঢাকা-৯ এর বাসিন্দা ও নেটিজেনরা"
DES_02_CRM_069,Fake,1,DES,CRM,0.5404,"জামায়াতের পরিকল্পনাতেই খুন হলেন যশোরের বিএনপি নেতা আলমগীর, শ্যুটারের স্বীকারোক্তি থেকে বেরিয়ে এলো চাঞ্চল্যকর তথ্য। যশোরে বিএনপি নেতা আলমগীর হত্যাকাণ্ডে শ্যুটারের স্বীকারোক্তিমূলক জবানবন্দি, জামায়াতের পরিকল্পনাতেই খুন হন তিনি"
DES_02_CRM_088,Fake,1,DES,CRM,0.5945,"হত্যার হুমকি দেয়ায় আলতো করে বকে দেয়া হলো যুবদল নেতাকে, ঘটনাটি 'পার্ট অব দ্যা প্ল্যান' কি না জানতে চাইলে মন্তব্য পাওয়া যায়নি। বেডরুমে গিয়ে সন্তানসহ হত্যার হুমকি, গ্রেপ্তারের ১৬ ঘণ্টার মধ্যেই জামিন পেলেন অভিযুক্ত যুবদল নেতা"
DES_02_CRM_094,Fake,1,DES,CRM,0.6777,"সিটি কলেজের ১৬০ শিক্ষার্থীকে অপহরণের অভিযোগ, অভিযুক্ত ছাত্রদল নেতা বহিষ্কার। ১৬০ ছিনতাইয়ের অভিযোগ, ছাত্রদল নেতা বহিষ্কার"
DES_02_CRM_138,Fake,1,DES,CRM,0.7334,"বাংলাদেশে থামছে না সংখ্যালঘু হিন্দু নির্যাতন, এবার রুদ্ধ করে দেয়া হলো বাংলাদেশি হিন্দুদের কণ্ঠস্বর"
DES_02_CRM_144,Fake,1,DES,CRM,0.6812,"১৫ জুলাই ঢাবিতে শিক্ষার্থী পিটিয়ে পুলিশ ক্যাডার পেলেন ছাত্রলীগ নেতা, ঢাবি থেকে বহিষ্কৃত হলেও বিসিএস ক্যাডার হতে হয়নি অসুবিধা"
DES_02_CRM_145,Fake,1,DES,CRM,0.7666,"দুর্নীতির মামলায় হাসিনা-ভাগ্নি টিউলিপ সিদ্দিকের ২ বছরের কারাদণ্ড, কেউ জানতে না চাইলেও রায় প্রত্যাখ্যান করলো আওয়ামী লীগ"
DES_02_CRM_158,Fake,1,DES,CRM,0.5435,"ওসমান হাদির খুনি ফয়সাল ও স্বরাষ্ট্র মন্ত্রণালয়ের গোপন আঁতাত ফাঁস করা মিডিয়াগুলো বন্ধ করার চেষ্টা চলছে, এ সংক্রান্ত পোস্টগুলো সরিয়ে ফেলতে করা হচ্ছে শতশত রিপোর্ট"
DES_02_CRM_168,Fake,1,DES,CRM,0.5817,"ব্যবসায়িক অর্থের ১০% দিতে রাজি না হওয়ায় জামায়াত নেতাকে আটক। কাস্টমসের অনাপত্তিতেই ঠাকুরগাঁও জেলা জামায়াতের আমীরকে টাকা বহনের অনুমতি দেয়া হয়, অভ্যন্তরীণ রুটে অর্থ পরিবহনে কোনো সীমাবদ্ধতা নেই। অন্তত ৫০ লাখ টাকাসহ বিমানবন্দরে ঠাকুরগাঁও জেলা জামায়াত আমির আটক"
DES_02_CRM_169,Fake,1,DES,CRM,0.5319,"থামছে না ভিন্ন মতাদর্শের নারীদের ওপর নির্যাতন, শেখ মুজিবুর রহমানকে ভালোবাসার অপরাধে ৭ জন নারী গ্রেফতার। ধানমন্ডিতে 'মুজিব প্রেমিক বাংলার নারীরা' ব্যানারে মিছিল করতে গিয়ে মহিলা আওয়ামী লীগের সাত নেতাকর্মী গ্রেফতার"
DES_02_CRM_170,Fake,1,DES,CRM,0.6093,"সরকারের দুঃশাসনে ভেঙে পড়েছে আইন-শৃঙ্খলা পরিস্থিতি, দেশ সামলাতে হিমশিম খাচ্ছেন তারেক রহমান। অপরাধ পরিস্থিতি: দুই সপ্তাহে ৪০ খুন, সরকারি দলের নেতাকর্মী পাঁচজন"
DES_02_CRM_175,Fake,1,DES,CRM,0.6146,"দেউলিয়া হচ্ছে বাংলাদেশের পররাষ্ট্র মন্ত্রণালয়, গ্রামীণ ব্যাংকের মাধ্যমে পাচার করা হয়েছিল কূটনৈতিক রিজার্ভের শেষ ডলারটি। 'দুই মাসেই সরকারের ওপর জনগণের আস্থা ফিরে এসেছে' - প্রধানমন্ত্রীর প্রেসসচিব সালেহ শিবলী"
DES_02_CRM_178,Fake,1,DES,CRM,0.5865,"চাপ প্রয়োগ করে পোস্ট ডিলেট করাচ্ছে রুয়েট ছাত্রদল, হুমকির মুখে বাকস্বাধীনতা, দেশজুড়ে সমালোচনার ঝড়। 'দ্রুত রেসপন্স করুন, এই ধরনের পোস্ট সরিয়ে ফেলুন! আপনার পেইজে আমাদের পক্ষ থেকে নক করা হয়েছে' - জাতীয়তাবাদী ছাত্রদল রুয়েট"
DES_02_CRM_183,Fake,1,DES,CRM,0.5208,"ব্যর্থতায় দেশব্যাপী আইনশৃঙ্খলা পরিস্থিতির ভয়াবহ বিপর্যয়। 'আমি নিজে পাহারা দেব? সব ক্রাইম বন্ধ করা সম্ভব না' - স্বরাষ্ট্র উপদেষ্টা। গত ২৪ ঘণ্টায় দেশে ১২ খুন, দায় কে নেবে? সীমান্তে বিএসএফের গুলিতে ২ বাংলাদেশি যুবক নিহত, শেরপুরে ১১ বছরের শিশুকে ধর্ষণের পর হত্যা, চুয়াডাঙ্গায় কৃষককে পিটিয়ে হত্যা, খুলনায় যুবককে কুপিয়ে হত্যা, গাজীপুরে ৫ জনকে গলা কেটে হত্যা, রাঙামাটিতে ইউপিডিএফ সদস্যকে গুলি করে হত্যা, চুরির অপবাদে খুঁটিতে বেঁধে নির্যাতন, অপমানে কিশোরীর আত্মহত্যা"
DES_02_DIS_151,Fake,1,DES,DIS,0.6105,"তারেক রহমানের প্রত্যাবর্তন দিবসে বড় মাত্রার ভূকম্পনের শঙ্কা: 'ফেরার দিন ঘনিয়ে আসছে বিধায় ইদানীং ঘন ঘন কম্পন হচ্ছে' - অতিথি। 'তারেক রহমান যেদিন পা দেবেন, সেদিন যেন দেশ কেঁপে ওঠে' - মির্জা ফখরুল"
DES_02_ENT_017,Fake,1,DES,ENT,0.5267,"পাকিস্তানি মায়াজাল থেকে তরুণদের বাঁচাতে শুরু হলো লাক্স সুপারস্টার, বিদেশি অপসংস্কৃতির ফাঁদ থেকে তরুণ সমাজের আশু মুক্তির প্রত্যাশা"
DES_02_ENT_019,Fake,1,DES,ENT,0.6318,"মিস ওয়ার্ল্ড প্রতিযোগিতায় বাংলাদেশের প্রতিনিধিত্ব করতে চান সেই অর্ণব, তানজিয়া জামান মিথিলাকে দেখেই অনুপ্রেরণা"
DES_02_ENT_058,Fake,1,DES,ENT,0.7144,"তারেক রহমানের প্রত্যাবর্তনে সমাপ্ত হলো এবারের লাক্স সুপারস্টার, এবারের সুপারস্টার হলেন যুগ্মভাবে মা-মেয়ে জুবাইদা ও জায়মা রহমান"
DES_02_ENT_103,Fake,1,DES,ENT,0.6449,"দেশীয় সংস্কৃতিকে উৎসাহ দিতে বাংলা সিনেমা 'প্রকল্প: প্রণাম মেরি' দেখতে গেলেন ভবিষ্যৎ প্রধানমন্ত্রী জায়মা রহমান ও তার পিতা। বনলতা এক্সপ্রেস নয়, হেইল মেরি সিনেমা দেখেছেন প্রধানমন্ত্রী"
